Batch Size Zone 1,Batch Size Zone 2,Batch Size Zone 3,Average Cycle Time,Picker Util,Order per labour hr,Warehouse Throughput
5,2,2,661.4374,0.027758135,213.3336588,17.87268469
5,2,2,642.8107,0.028287254,212.9148012,18.0617367
5,2,2,565.1961,0.028888433,228.0695284,18.94058311
5,2,2,569.59186,0.028734056,226.5741344,19.04872959
6,2,2,659.2755,0.028267244,220.9155434,18.19933715
6,2,2,694.4416,0.026472336,219.2762372,17.16825742
6,2,2,687.59503,0.028848388,216.5727681,18.13710388
6,2,2,726.9716,0.030101281,216.4521688,19.19734985
6,2,2,629.15265,0.029689191,222.1272073,19.25094895
6,2,2,638.2839,0.030026617,218.4043781,19.50458661
6,2,2,747.7443,0.027526537,215.4456638,17.23908913
6,2,2,672.3832,0.028166017,225.0945208,18.92574909
6,2,2,636.47205,0.030976019,218.9543298,20.18361771
6,2,2,593.6052,0.030499066,218.8709401,19.69941064
6,2,2,748.3636,0.024324307,225.0214693,16.19480475
6,2,2,627.44196,0.031422239,221.086208,20.23789207
6,2,2,647.63824,0.029318896,221.569679,19.14298686
6,2,2,723.16,0.027175267,216.8461116,17.56645953
6,2,2,680.81415,0.026378781,221.767552,17.40058801
6,2,2,661.9126,0.029358623,222.3715076,19.16601599
6,2,2,713.4358,0.028065879,227.0436378,18.59335286
6,2,2,624.37024,0.029703665,227.8899478,19.82381393
6,2,2,622.6104,0.027677443,226.1740784,18.49157724
6,2,2,661.86096,0.02882293,220.8956676,18.41221165
6,2,2,691.408,0.02844456,220.0761766,18.4920693
6,2,2,731.1863,0.027103473,215.4796859,17.32485158
6,2,2,620.767,0.027490378,225.2013378,18.35051717
6,2,2,671.43036,0.030313827,213.9064176,19.31113081
6,2,2,742.5571,0.02649706,213.6300931,16.91443657
6,2,2,672.36285,0.028737418,222.3937804,18.67079738
6,2,2,671.05133,0.026321988,229.2899651,17.87222618
6,2,2,653.22156,0.029604441,221.3303022,18.96326101
7,2,2,824.2512,0.028256688,213.9373952,18.09454828
7,2,2,739.55975,0.029317852,222.5889794,18.69475119
7,2,2,863.4639,0.026693917,223.8673199,17.53903297
7,2,2,752.5242,0.028662153,221.1602839,18.54186379
7,2,2,751.99414,0.027779733,224.0006783,18.10369583
7,2,2,748.011,0.028079715,219.7853966,18.52167328
7,2,2,730.16254,0.02905614,214.6695155,18.60197464
7,2,2,697.45605,0.030463212,225.5863618,20.40257018
7,2,2,855.7888,0.025728169,219.4722859,16.942211
7,2,2,677.4826,0.026767302,226.4609046,17.78679041
7,2,2,822.9973,0.02572279,228.2765725,17.51976196
7,2,2,733.73895,0.030489465,216.1457453,19.3804943
7,2,2,774.80743,0.026906777,227.0192043,17.91432623
7,2,2,830.4819,0.026572178,215.6649842,16.88313954
7,2,2,726.92194,0.029364543,214.4701953,18.80677085
7,2,2,726.3682,0.029772955,221.7958339,19.16133462
7,2,2,773.6149,0.026729869,223.2479944,17.72723562
7,2,2,714.62897,0.031137283,220.6391024,19.85161924
7,2,2,651.0191,0.030807885,222.9593045,20.19634571
7,2,2,797.8178,0.026528681,225.5668187,18.04424603
7,2,2,766.01294,0.026369906,221.8906336,17.61211937
7,2,2,646.9227,0.029372,230.0650407,19.31628204
7,2,2,752.2253,0.026666579,225.7196583,17.46843255
7,2,2,787.43365,0.02873126,213.3161573,18.20704592
7,2,2,717.26074,0.02916251,220.3443637,19.0165886
7,2,2,726.2451,0.026772766,223.572386,17.79108491
7,2,2,733.5297,0.029456712,221.2456747,19.21845842
7,2,2,754.53296,0.029559167,217.9257014,18.944768
8,2,2,859.12665,0.028218888,219.3821026,18.4660497
8,2,2,810.93976,0.027807198,223.2544374,18.36344734
8,2,2,786.23224,0.029707989,220.4834351,19.2254874
8,2,2,782.1079,0.028944056,223.9004833,18.92870067
8,2,2,870.95856,0.025708722,221.2303936,17.32646145
8,2,2,807.482,0.028546244,221.1312507,18.50596473
8,2,2,853.3156,0.027018348,221.8930356,17.65321718
8,2,2,875.9116,0.028770012,217.3830017,18.6993255
8,2,2,754.74677,0.028794958,222.0343225,18.88662512
8,2,2,769.82416,0.030773966,220.7910887,19.97551311
8,2,2,846.7136,0.026990611,229.3089048,18.03030015
8,2,2,802.9204,0.028084065,222.8681351,18.62437494
8,2,2,855.83203,0.02655356,223.0852041,17.65377774
8,2,2,864.76935,0.027187228,218.7542891,17.81584966
8,2,2,836.46674,0.026715803,223.7610672,17.47869625
8,2,2,746.1917,0.028324804,224.5978152,18.8985792
8,2,2,843.0015,0.028460496,219.1978244,18.42391118
8,2,2,776.22296,0.029079151,227.6592659,19.03153253
8,2,2,901.1497,0.027091415,218.7947632,17.59368848
8,2,2,791.6001,0.029681383,219.4377939,18.99646083
8,2,2,826.0064,0.029794911,212.5537433,19.03500882
8,2,2,848.5969,0.027528834,219.2013635,17.92659625
8,2,2,870.30646,0.029823316,220.1452243,19.20594392
8,2,2,805.8423,0.026168109,223.1132722,17.63890644
8,2,2,768.63116,0.029105547,220.299618,19.08818576
8,2,2,848.59375,0.025897546,224.9598918,16.97651503
8,2,2,889.9758,0.027006801,223.986788,17.5392806
8,2,2,816.8902,0.028507015,217.6175717,18.36803709
9,2,2,833.9699,0.028486933,223.1309348,18.84111519
9,2,2,965.37177,0.025514473,228.9719809,17.8261695
9,2,2,847.1883,0.029396175,219.1289634,19.38489295
9,2,2,927.71484,0.028341492,218.6413754,18.190003
9,2,2,954.32007,0.026152485,225.0164868,17.14746114
9,2,2,865.81964,0.029007138,219.9316376,18.83282463
9,2,2,987.1826,0.027673966,216.7732057,17.74899509
9,2,2,939.7653,0.026750995,222.5072862,17.35146692
9,2,2,866.33936,0.027681215,223.0073819,18.6919384
9,2,2,824.0054,0.029330419,227.1319605,19.8099747
9,2,2,937.3531,0.030471503,212.0353184,19.26322261
9,2,2,949.6196,0.02729039,221.4638067,17.90372228
9,2,2,962.4141,0.026297237,219.1414188,17.19112541
9,2,2,955.7496,0.029415756,221.3587906,18.85095794
9,2,2,1041.2181,0.027553832,214.1891196,17.26337735
9,2,2,890.71313,0.02987525,217.899147,19.71391292
9,2,2,977.16595,0.027621143,219.906793,17.82487793
9,2,2,965.82135,0.030191518,213.4871044,19.23726601
9,2,2,872.4089,0.028780678,221.3592049,18.83439601
9,2,2,876.168,0.031261089,219.9987046,20.00521241
9,2,2,963.1672,0.026625296,226.6929476,17.52036889
9,2,2,897.7496,0.029622942,222.07483,19.15429355
9,2,2,844.4891,0.029968349,220.5992967,19.58747079
9,2,2,912.3674,0.027037938,223.1437205,18.02106456
9,2,2,801.0872,0.028802671,226.4635277,19.36144851
9,2,2,1005.8774,0.025661845,220.3377049,16.85640428
9,2,2,867.7678,0.025134081,225.9336465,17.08401292
9,2,2,896.88153,0.028428733,221.2467414,18.68872142
10,2,2,907.98566,0.029370854,227.2496254,19.57141768
10,2,2,1021.1517,0.026765818,224.9676814,17.60895152
10,2,2,975.572,0.027706922,227.177672,18.33677706
10,2,2,934.90826,0.028365169,218.0619353,18.65659722
10,2,2,920.61273,0.028492815,223.0446921,18.9993677
10,2,2,1068.1228,0.025675619,224.275126,17.27605979
10,2,2,989.5932,0.028947184,218.3082386,18.77410675
10,2,2,908.25385,0.032531388,221.9556226,21.43651273
10,2,2,1042.2205,0.024538279,224.7632126,16.41618709
10,2,2,992.0044,0.027311762,225.7869224,18.15166527
10,2,2,983.2844,0.027364974,229.423025,18.77058111
10,2,2,1017.5109,0.025713795,228.2223208,17.84081005
10,2,2,1105.1388,0.024974731,230.6058753,17.38165375
10,2,2,963.39813,0.028668436,222.0770602,19.23403171
10,2,2,977.4288,0.027831749,225.1492389,18.96291013
10,2,2,1140.3337,0.026584349,219.9848051,17.4234632
10,2,2,995.216,0.026155209,223.0131181,17.54014618
10,2,2,985.6484,0.026793527,225.6650794,18.04960015
10,2,2,932.1445,0.028986135,220.1770745,18.94025763
10,2,2,1034.4656,0.026654457,226.875928,18.04857148
10,2,2,1041.2299,0.027979435,228.4290384,18.46665522
10,2,2,1057.722,0.029768702,218.5700268,18.93846646
10,2,2,940.29645,0.028389722,223.0600503,18.98737496
10,2,2,998.9438,0.027690889,221.5941196,18.06876035
10,2,2,992.2417,0.028361961,225.5126597,18.48513204
10,2,2,949.6453,0.028098593,223.2840475,18.78845561
10,2,2,1046.9626,0.025920684,225.5369384,17.74995264
10,2,2,998.88135,0.024439319,233.1988972,17.07928144
2,3,2,468.3815,0.028470864,225.4720269,19.20337954
2,3,2,452.10892,0.027425702,225.2183073,18.26457315
2,3,2,435.4641,0.027797323,216.2118041,17.92303474
2,3,2,443.72623,0.028394905,228.3344586,19.16057776
2,3,2,469.84604,0.027425938,228.1556292,18.15831113
2,3,2,423.61072,0.028769583,225.0648139,18.80713959
2,3,2,419.28745,0.028346034,224.9538598,18.8768572
2,3,2,460.82214,0.028747751,225.0079057,19.03581706
2,3,2,460.16235,0.028232262,223.6009167,19.02758082
2,3,2,442.34705,0.027770534,225.0731087,17.97957212
2,3,2,414.5488,0.030229187,227.1128666,20.17053303
2,3,2,440.65714,0.028299287,223.7667916,18.4044752
2,3,2,472.56458,0.028219466,228.6599846,19.0014875
2,3,2,433.15018,0.027700989,223.6090281,18.35286304
2,3,2,464.75082,0.027764032,226.4892639,18.4675332
2,3,2,430.5485,0.027484037,225.3246913,18.17220882
2,3,2,474.63266,0.026634014,222.4538124,17.49130691
2,3,2,449.0555,0.030158537,222.8434335,19.86799329
2,3,2,460.6062,0.027889856,220.7587752,18.21121621
2,3,2,461.3856,0.028511738,220.7007098,18.75283837
2,3,2,459.20547,0.027207009,228.915647,18.1367245
2,3,2,430.07788,0.028284324,222.7658243,18.69365898
2,3,2,474.42447,0.026781459,222.6736763,17.69075792
2,3,2,444.38724,0.029245214,222.382267,19.39115804
2,3,2,409.32986,0.028985791,222.1944482,18.86622133
2,3,2,438.48306,0.027923495,217.6991954,17.99507127
2,3,2,448.23557,0.028378455,226.024342,18.68072407
2,3,2,465.0253,0.026758328,225.5497754,17.84984898
3,3,2,560.9731,0.026687766,235.870075,18.26713069
3,3,2,539.1628,0.024875199,231.3702531,17.18710232
3,3,2,586.7126,0.024954769,230.5012096,17.02296056
3,3,2,528.7617,0.027640429,241.5551969,18.84299295
3,3,2,483.4756,0.027295017,234.4679683,18.48718868
3,3,2,595.0806,0.026155125,226.2735424,17.75261654
3,3,2,490.05478,0.028167655,229.2157956,19.14642473
3,3,2,499.28085,0.028460313,235.7743505,19.69005881
3,3,2,526.0749,0.027515335,235.1434548,19.24823204
3,3,2,659.8709,0.023468977,231.0307132,16.21746755
3,3,2,595.10645,0.024427488,232.9777548,16.86054081
3,3,2,466.98825,0.031021196,229.2816637,20.68510097
3,3,2,577.22345,0.024987739,237.6340366,17.3909881
3,3,2,527.87787,0.027270009,227.9927277,18.37626126
3,3,2,474.30542,0.028775012,231.0679262,19.35060898
3,3,2,528.0917,0.026307518,226.1944071,17.6488939
3,3,2,516.83136,0.026176682,233.5230181,17.64331888
3,3,2,515.684,0.026837514,226.9519996,17.88745272
3,3,2,494.76123,0.027034396,235.0389802,18.61010744
3,3,2,501.93564,0.027356657,229.7257973,18.67934869
3,3,2,450.14355,0.030254154,225.1644289,20.17789225
3,3,2,479.80276,0.028785204,229.1703865,19.62931603
3,3,2,538.11224,0.028220844,235.2352656,19.34473902
3,3,2,512.79364,0.027397319,230.4336172,18.59026562
3,3,2,554.04297,0.027258398,224.431221,17.93171883
3,3,2,574.00104,0.026518463,222.0213861,17.11855617
3,3,2,547.232,0.027459116,230.3743224,18.21743082
3,3,2,523.17725,0.028511646,234.8725115,19.33143169
4,3,2,569.2969,0.02868981,230.8646841,19.65160676
4,3,2,630.2265,0.02554692,233.6087107,17.87265445
4,3,2,630.2915,0.026216929,237.1036363,18.67599987
4,3,2,573.2255,0.028295669,235.5110552,20.11383845
4,3,2,639.7847,0.02507799,234.2025209,17.37386064
4,3,2,656.1381,0.025737909,230.4793665,17.55299777
4,3,2,669.66626,0.024323459,236.0620004,17.19932544
4,3,2,615.45074,0.025385921,240.6100102,18.10336363
4,3,2,653.8657,0.02539495,237.5370242,18.023578
4,3,2,548.93787,0.027398695,230.188223,19.01654629
4,3,2,675.5596,0.026124179,233.9381237,17.83996331
4,3,2,629.4789,0.024481939,229.8532617,16.58711942
4,3,2,683.6582,0.0234438,236.370492,16.44491392
4,3,2,524.1123,0.029105719,232.286066,19.84138582
4,3,2,555.4465,0.02932326,233.4885695,19.83651399
4,3,2,573.41876,0.027860273,229.3185079,19.25163492
4,3,2,598.07404,0.026588551,232.7933805,18.19743109
4,3,2,642.17926,0.027090819,229.6140664,18.55363717
4,3,2,581.25946,0.0278497,227.9363574,18.84626627
4,3,2,647.5473,0.025763564,237.1815765,18.08672382
4,3,2,611.1701,0.028027928,235.7884391,19.2640042
4,3,2,627.41895,0.025125168,236.0435595,17.82680252
4,3,2,524.8636,0.031455469,230.5796926,21.14449502
4,3,2,643.0184,0.025933002,230.751334,17.67093029
4,3,2,633.43054,0.023691119,235.5971326,16.59139003
4,3,2,551.51044,0.028122368,234.5816693,19.53982389
4,3,2,692.5629,0.024805162,233.6894369,17.24846997
4,3,2,626.7371,0.026780421,231.6226457,18.0786016
5,3,2,653.70294,0.024081889,244.1350636,17.41588466
5,3,2,716.01636,0.025630806,244.759954,18.39135126
5,3,2,729,0.024338364,247.9577195,17.71366559
5,3,2,721.24615,0.025733377,235.301151,18.25090523
5,3,2,694.4808,0.02444591,250.8002296,17.71212217
5,3,2,741.3235,0.023819212,245.4740754,17.13050889
5,3,2,687.4843,0.023830608,233.8136766,16.61441324
5,3,2,631.51373,0.02764943,240.895194,19.38766506
5,3,2,672.7644,0.024648713,248.3303876,18.04719178
5,3,2,655.86816,0.026487233,244.0983725,19.24801759
5,3,2,727.1901,0.024443442,240.9323597,17.57569775
5,3,2,647.5872,0.02615786,242.5066487,18.66170547
5,3,2,748.6626,0.024658281,241.9808161,17.63177932
5,3,2,608.14496,0.028688729,241.1744927,20.525934
5,3,2,688.7932,0.026019212,247.9538224,18.95920491
5,3,2,678.2364,0.024959255,243.4002176,18.28561986
5,3,2,702.0298,0.026250955,234.8965978,18.20244694
5,3,2,735.7295,0.02566608,240.5351807,18.42155589
5,3,2,722.6818,0.024708853,245.2559671,17.96932864
5,3,2,652.1117,0.026574056,237.9694143,18.60681205
5,3,2,623.0909,0.026390789,245.8339532,19.39375493
5,3,2,677.45184,0.025514103,244.6471021,18.47109601
5,3,2,689.846,0.02541258,238.2384336,18.06874346
5,3,2,668.9842,0.025554621,245.9044494,18.56224832
5,3,2,676.46857,0.027028275,247.1530237,19.4651829
5,3,2,719.83185,0.026480842,243.7281827,18.8385288
5,3,2,734.33075,0.023141526,243.028825,16.4965589
5,3,2,722.90594,0.024848949,245.7648841,17.95590947
6,3,2,703.9085,0.025404448,253.7764314,18.87194747
6,3,2,697.2593,0.027010177,240.6109663,19.1252955
6,3,2,763.945,0.025150383,240.8159167,17.83353415
6,3,2,874.8508,0.024729116,232.5374439,17.21283618
6,3,2,736.39923,0.027614973,238.5692462,19.58241077
6,3,2,812.0329,0.025439468,235.3637779,17.83902455
6,3,2,763.49445,0.027310548,238.0521789,18.91720976
6,3,2,713.07074,0.028285161,237.1457419,19.91061526
6,3,2,793.31445,0.023559859,233.2288607,16.61566289
6,3,2,746.9246,0.026720949,236.6299027,18.97645808
6,3,2,785.2314,0.026623649,234.3324893,18.34836681
6,3,2,893.34674,0.024964581,228.1457766,16.93062729
6,3,2,807.4116,0.022945394,241.3772437,16.56119572
6,3,2,761.5579,0.028921553,234.3491008,19.80548506
6,3,2,784.5195,0.024948606,240.1911873,17.80979906
6,3,2,813.1866,0.025725948,236.3245334,17.93276126
6,3,2,765.4678,0.025940969,244.6113155,18.34278508
6,3,2,735.8282,0.027216568,233.0961867,18.50791593
6,3,2,743.6888,0.02628676,234.5682752,18.14938997
6,3,2,742.1491,0.027548566,240.8895204,19.59038909
6,3,2,738.8828,0.025650177,239.528259,18.44092998
6,3,2,692.3964,0.028891882,236.0644093,20.33248672
6,3,2,714.0025,0.026101497,237.4778033,18.4578659
6,3,2,696.1324,0.027445531,245.1775386,19.92898429
6,3,2,818.88556,0.025516976,239.0650363,18.06446175
6,3,2,785.9528,0.025939795,243.143857,18.24256882
6,3,2,759.446,0.025592274,241.9203643,18.24719024
6,3,2,705.5396,0.028095403,240.793278,19.87779241
7,3,2,866.914,0.026045559,235.8798634,18.274901
7,3,2,894.6381,0.024796538,240.5842496,17.78775302
7,3,2,850.0198,0.024683804,239.7659344,17.697093
7,3,2,779.698,0.026477444,240.2421581,18.83970442
7,3,2,887.6276,0.026317387,237.8145767,18.28265474
7,3,2,830.6711,0.027248983,239.5376335,19.04883062
7,3,2,870.6413,0.024943092,234.4134741,17.70350648
7,3,2,913.58234,0.025490472,236.0015233,17.89701636
7,3,2,849.3996,0.026339238,232.1294849,18.59058524
7,3,2,860.3426,0.027463169,232.1222826,18.63599756
7,3,2,924.6867,0.025757375,231.9626207,17.84778401
7,3,2,866.1177,0.025372679,239.9023158,18.11654344
7,3,2,740.54913,0.028000254,237.0028137,19.66567732
7,3,2,841.8715,0.025609516,242.118695,18.64326198
7,3,2,809.07666,0.027092453,235.7399894,19.02568717
7,3,2,875.45703,0.025556599,234.5208724,17.58156778
7,3,2,814.44775,0.026876607,240.3893037,18.92594624
7,3,2,815.36334,0.026150237,245.1441768,18.4145724
7,3,2,797.1679,0.025391774,239.7062553,18.18017937
7,3,2,791.7824,0.0270833,231.6292489,18.52321485
7,3,2,910.0449,0.024841507,235.4015304,17.11059427
7,3,2,803.1565,0.027134143,242.0310236,19.20244341
7,3,2,869.01544,0.026905416,233.5413267,18.76343038
7,3,2,836.2723,0.027584738,231.82695,19.1479098
7,3,2,870.1933,0.026497159,236.1434178,18.37509156
7,3,2,863.99335,0.024870332,239.3256678,17.85353565
7,3,2,947.07526,0.022852134,244.2503922,16.85985387
7,3,2,853.7104,0.026374593,236.5602233,18.7167569
8,3,2,956.0449,0.024996602,234.2233058,17.34610697
8,3,2,923.0068,0.025531799,243.0612528,17.84186612
8,3,2,946.9112,0.026662787,232.7373945,18.50861003
8,3,2,829.9644,0.028143489,240.318241,20.16642441
8,3,2,903.05646,0.027033801,236.931707,18.96003921
8,3,2,913.8142,0.027819853,237.8963585,18.9927997
8,3,2,881.5483,0.02426677,242.5914445,17.54304153
8,3,2,890.7797,0.02742216,237.2265065,19.28816479
8,3,2,1025.4967,0.025244129,237.8535334,17.88533118
8,3,2,1007.80865,0.024033829,244.2797898,17.41970601
8,3,2,866.7509,0.025623653,238.0684514,18.18887717
8,3,2,1053.4327,0.024494966,237.8689282,17.33373767
8,3,2,908.6621,0.025818537,241.4180041,18.71701833
8,3,2,875.95294,0.027314939,230.5359309,19.16396654
8,3,2,811.6724,0.025121203,244.2927904,18.30095001
8,3,2,949.0991,0.02563607,240.4656637,18.0185567
8,3,2,896.99896,0.025072426,245.1072526,18.58130277
8,3,2,939.88776,0.025536109,244.7307355,18.52413147
8,3,2,999.2747,0.02440755,240.0766912,17.21416485
8,3,2,1000.63727,0.025315574,238.2946356,17.75510436
8,3,2,800.4605,0.02862549,240.5611486,20.34393808
8,3,2,864.63666,0.029454416,237.4282401,20.2645957
8,3,2,958.6262,0.024951999,237.777361,17.28905356
8,3,2,1006.9974,0.026061233,239.8983553,17.84154131
8,3,2,996.045,0.024785757,239.1721685,17.55898803
8,3,2,941.7344,0.026576525,236.7788956,18.60014941
8,3,2,866.733,0.027002443,238.3202595,19.18768469
8,3,2,893.08234,0.025386789,245.4413723,18.0305106
9,3,2,1020.7985,0.025718711,236.048379,18.14431895
9,3,2,931.77655,0.026994141,244.8490752,19.58098389
9,3,2,986.9207,0.024863833,244.2121453,18.43706586
9,3,2,1046.2096,0.024714278,239.8292083,17.47397777
9,3,2,974.50653,0.027693181,238.9791954,19.19181251
9,3,2,1037.9529,0.026477347,238.1474759,18.78510983
9,3,2,993.57086,0.027577151,233.9480438,19.29776281
9,3,2,1007.69476,0.026578447,236.4715464,18.64084577
9,3,2,1089.4689,0.026415835,233.3948523,18.39754419
9,3,2,1011.0256,0.026301567,242.4567171,18.90197517
9,3,2,1070.7684,0.024829872,235.9875038,17.09364472
9,3,2,886.455,0.027044263,243.2169976,19.51312416
9,3,2,1016.03534,0.02780358,241.3072825,19.65023332
9,3,2,1051.521,0.024826388,244.377173,17.97580342
9,3,2,1026.4309,0.024863053,240.1972717,17.73357431
9,3,2,1008.7703,0.025983935,243.8840333,18.6520454
9,3,2,954.54706,0.027738168,236.0394735,19.51077207
9,3,2,1075.64,0.027473626,228.3489134,18.71307264
9,3,2,967.1789,0.025848029,251.0479154,18.79960747
9,3,2,1194.9248,0.025076566,237.4973653,17.72776504
9,3,2,1107.369,0.025742293,229.2225038,17.44842598
9,3,2,1095.9365,0.025038957,241.9779492,17.86232876
9,3,2,1148.0155,0.023054054,238.836405,16.55709029
9,3,2,987.86383,0.026175996,242.0257607,18.52631419
9,3,2,1035.5581,0.024068563,244.2881472,17.34843221
9,3,2,1023.2747,0.025493737,239.8654795,18.33684552
9,3,2,934.5793,0.027086004,235.7942002,18.92532348
9,3,2,997.9001,0.026971492,236.9785468,19.23469515
10,3,2,1111.9803,0.023517688,251.1354099,17.06369438
