Batch Size Zone 1,Batch Size Zone 2,Batch Size Zone 3,Average Cycle Time,Picker Util,Order per labour hr,Warehouse Throughput
2,3,3,691.16705,0.025436084,241.0264818,17.8408946
2,3,3,638.62885,0.025569131,239.9534509,17.99070337
2,3,3,574.8014,0.027713884,236.5551363,19.6865608
2,3,3,636.1098,0.025304052,242.4531805,17.63874318
2,3,3,650.9845,0.024375815,238.7845542,17.00216379
2,3,3,582.0014,0.027198169,234.3352699,18.84823026
2,3,3,635.141,0.025480302,237.3582901,17.92049094
2,3,3,592.1072,0.024857616,239.2034167,17.58162891
2,3,3,586.8081,0.025968515,237.6822478,18.38499179
2,3,3,649.63916,0.025316933,244.1041022,17.9574416
2,3,3,619.1105,0.026319483,244.1293845,18.68103241
2,3,3,541.6355,0.027865265,236.3538009,19.31324455
3,3,3,709.007,0.024365394,245.0782275,17.72306133
3,3,3,685.6235,0.025571611,245.4987986,18.60664238
3,3,3,661.05005,0.026076274,247.7695974,19.00141014
3,3,3,702.3776,0.024732847,242.5993207,17.82692728
3,3,3,693.8045,0.025146576,246.1031154,18.47024537
3,3,3,610.99347,0.02866061,243.1806345,20.41283907
3,3,3,722.63104,0.023894449,242.6114666,17.33896216
3,3,3,802.90704,0.023309339,247.9906743,17.15028072
3,3,3,709.78656,0.024267418,241.5690722,17.52079647
3,3,3,712.81714,0.024573475,248.7187872,17.75838451
3,3,3,685.74274,0.023438549,240.6563675,16.71169079
3,3,3,674.1037,0.025882925,238.3333312,18.34373895
3,3,3,768.59406,0.023952199,244.541656,16.9395086
3,3,3,720.2957,0.0260642,242.7751071,18.76785864
3,3,3,620.8183,0.025979082,247.035911,18.6824875
3,3,3,806.3133,0.023808187,246.9928618,17.47889814
3,3,3,685.13165,0.025835498,246.2331078,18.91092029
3,3,3,772.89526,0.023833658,249.8869029,17.50770556
3,3,3,618.00653,0.027559954,237.310934,19.42314821
3,3,3,704.16754,0.025554644,245.7872908,18.46358258
3,3,3,634.2368,0.02558802,241.3764666,18.62709853
3,3,3,637.4584,0.029645469,247.3687344,21.036807
3,3,3,703.31635,0.023809875,247.0459068,17.46664418
3,3,3,645.0393,0.026369396,247.4854329,19.20859167
3,3,3,663.3348,0.027121314,246.4968653,20.03854641
3,3,3,734.9326,0.023046355,247.5521941,17.17899692
3,3,3,681.2354,0.026170221,244.2165944,18.69140239
3,3,3,632.78784,0.025829476,242.7317951,18.72258779
4,3,3,781.70306,0.024753742,250.170302,18.37930923
4,3,3,732.5674,0.023667555,249.5580345,17.63929622
4,3,3,680.2506,0.027418412,253.0487098,20.39165355
4,3,3,743.20996,0.02435599,247.7875026,17.81539686
4,3,3,712.8501,0.026871397,250.3422879,19.80285593
4,3,3,840.5057,0.023188961,249.3772582,16.97840781
4,3,3,703.3843,0.025727921,246.8724139,19.08022767
4,3,3,837.6468,0.023720127,247.581604,17.474074
4,3,3,850.0569,0.023569718,247.6345663,17.23447728
4,3,3,779.8156,0.025416079,245.987809,18.34401083
4,3,3,729.4024,0.026039978,247.4570332,19.28858165
4,3,3,819.34735,0.023354009,252.5075482,17.8308571
4,3,3,726.79816,0.02618354,250.9140666,19.26739185
4,3,3,795.3615,0.024537872,247.6489104,18.56444113
4,3,3,810.70605,0.022205506,250.6195966,16.7391872
4,3,3,712.64374,0.027367307,250.5496091,20.11413863
4,3,3,787.3129,0.02460334,247.9818217,18.10227537
4,3,3,765.28534,0.024741407,250.2349319,18.11865215
4,3,3,785.38885,0.024870291,251.2651608,18.3809598
4,3,3,796.3787,0.025103753,253.727142,18.8137725
4,3,3,789.63104,0.024236381,247.583617,17.94525044
4,3,3,747.98016,0.024547231,246.1325145,18.03191338
4,3,3,725.1123,0.026537091,249.1336786,19.51238402
4,3,3,706.6199,0.026898464,251.8248058,19.96798891
4,3,3,764.77606,0.024754441,252.8979536,18.35335024
4,3,3,767.31903,0.024903969,248.7850302,18.38442364
4,3,3,799.74,0.02403262,247.9789069,17.56060563
4,3,3,776.2178,0.024146108,255.2184042,18.46364106
5,3,3,911.99603,0.022224301,262.1636107,17.50191218
5,3,3,874.51825,0.023013623,262.1721905,18.21493825
5,3,3,764.1174,0.024572673,257.2708219,18.67318161
5,3,3,725.18164,0.023398303,260.9702193,18.31498584
5,3,3,905.80817,0.02284412,262.4008662,17.9354606
5,3,3,865.7481,0.022716007,266.7619193,18.00713001
5,3,3,828.937,0.024473452,259.330165,18.72031393
5,3,3,843.5591,0.024094,262.0478958,18.26045979
5,3,3,868.25903,0.02386504,252.808975,17.79370639
5,3,3,932.71265,0.023493367,260.2174468,18.21554797
5,3,3,787.39484,0.023847045,255.7275879,18.24215967
5,3,3,850.9827,0.023576709,264.1513161,18.33425057
5,3,3,841.33185,0.02305067,260.853647,17.93336205
5,3,3,808.6949,0.024281785,257.0220628,18.59334788
5,3,3,830.3867,0.02315133,256.5387676,17.78512682
5,3,3,819.6401,0.025710882,257.0969192,19.63598685
5,3,3,835.59784,0.022825341,268.320515,18.04030151
5,3,3,855.52264,0.023627408,259.5504833,18.03959727
5,3,3,928.60693,0.022291153,255.1088747,17.1300047
5,3,3,804.93896,0.023599673,257.4494822,17.77034141
5,3,3,857.7991,0.023607573,258.199263,17.67231115
5,3,3,892.64453,0.023539098,259.4223993,18.20504347
5,3,3,877.4702,0.023017893,265.7320348,18.22511482
5,3,3,875.1452,0.023721914,264.6414529,18.69072936
5,3,3,911.9272,0.023003338,265.474214,17.88322763
5,3,3,855.25195,0.02241921,262.3091462,17.63734289
5,3,3,799.7862,0.024508974,257.3407492,18.55376163
5,3,3,958.72314,0.022216334,266.697589,17.27499367
6,3,3,985.62494,0.022359371,248.6300669,16.45846192
6,3,3,937.2635,0.024843206,251.9676142,18.49842309
6,3,3,898.82495,0.024201676,250.5326209,18.40876698
6,3,3,995.08075,0.024154252,254.4759146,17.62657009
6,3,3,1029.8138,0.02188096,252.3379704,16.44586386
6,3,3,948.5441,0.02547518,247.0296398,18.6117459
6,3,3,902.43604,0.023627514,253.8269131,18.02847661
6,3,3,960.23224,0.022809468,253.0064992,17.0631892
6,3,3,919.012,0.024407012,252.4997554,18.25977772
6,3,3,1076.6442,0.02210537,252.0908951,16.56540639
6,3,3,899.3184,0.025452222,246.7994757,18.90617878
6,3,3,912.0947,0.024513364,250.4134883,18.52702988
6,3,3,966.0708,0.024446995,251.7576407,18.25941734
6,3,3,1014.97736,0.022421036,260.0588526,17.48618648
6,3,3,872.5547,0.024629138,252.8601249,18.30071282
6,3,3,956.6901,0.024351516,250.4466291,18.25411293
6,3,3,881.321,0.026025746,258.5709428,19.40558561
6,3,3,995.46783,0.02245299,259.2192217,17.21191025
6,3,3,788.552,0.026941715,249.3989438,20.1083064
6,3,3,834.49756,0.025801766,249.3402122,19.43279375
6,3,3,961.9246,0.023575675,252.523683,17.67679717
6,3,3,1039.7549,0.023995304,249.8311762,17.56166429
6,3,3,1006.0862,0.023950167,251.219776,17.54884486
6,3,3,984.2661,0.024023964,253.863114,18.0247387
6,3,3,974.44385,0.02481907,254.4884883,18.687972
6,3,3,895.2202,0.023756317,252.0723501,18.14770333
6,3,3,840.2889,0.025913729,253.104155,18.93715711
6,3,3,854.80444,0.027044953,257.3669837,20.27229476
7,3,3,1024.1085,0.023810847,257.9235114,18.12924304
7,3,3,947.7596,0.02377305,255.99951,18.17119617
7,3,3,1070.5751,0.023100271,252.7254852,17.48425772
7,3,3,953.86035,0.025046999,259.4365143,19.14890443
7,3,3,1026.347,0.023125785,254.3694307,17.38901366
7,3,3,955.2939,0.024670168,261.4637809,19.1349356
7,3,3,1000.6878,0.024228543,251.1500496,18.26354681
7,3,3,1077.2827,0.024261292,260.3918241,18.58776477
7,3,3,1090.2992,0.024050488,251.1429374,18.29332853
7,3,3,997.342,0.024423309,259.6173532,18.55789387
7,3,3,998.8764,0.026024943,253.6209228,19.71407496
7,3,3,1004.179,0.025292313,253.926058,19.05021623
7,3,3,1102.9626,0.023615444,251.1428808,17.42277264
7,3,3,919.98975,0.025778003,257.5090334,19.49909463
7,3,3,1066.5614,0.024428766,252.350879,17.66603836
7,3,3,1013.96075,0.023022476,255.4539027,17.40335111
7,3,3,952.58575,0.026049372,252.620501,18.99919756
7,3,3,1037.9524,0.024213863,251.3659284,17.91672493
7,3,3,1064.2931,0.023306879,253.3777836,17.90183566
7,3,3,968.36786,0.023297833,253.3609595,17.62906561
7,3,3,1004.1523,0.024871883,252.0806781,18.56610116
7,3,3,1011.30634,0.02549661,251.1716028,19.39268803
7,3,3,998.76984,0.025142496,256.6499781,18.73840537
7,3,3,938.2586,0.025496189,264.8652431,19.59764122
7,3,3,1080.1085,0.023187616,257.8930768,17.61295777
7,3,3,1051.2606,0.024352206,259.9188586,18.37633263
7,3,3,884.50116,0.02617765,260.8146571,20.08768777
7,3,3,912.78595,0.026003178,260.0708189,19.96292534
8,3,3,1042.7231,0.024061682,265.0865387,18.16550575
8,3,3,1125.3351,0.023869181,248.1577469,17.72006006
8,3,3,1204.7997,0.022924007,248.4129989,17.25417863
8,3,3,1123.9774,0.023317572,253.3273684,18.10631743
8,3,3,1087.2845,0.024496073,248.7249434,18.21183196
8,3,3,1145.7448,0.022314274,257.7590538,17.19693072
8,3,3,1249.5448,0.022721529,258.5846503,17.58167272
8,3,3,1180.248,0.023375473,253.2337494,17.77917869
8,3,3,1084.3453,0.023376418,262.9404663,18.16668876
8,3,3,1132.2306,0.023121695,254.4254562,17.83067888
8,3,3,1127.9615,0.025333064,263.014076,18.85479004
8,3,3,1115.0092,0.023526367,253.97153,17.95610626
8,3,3,970.29083,0.024754897,260.8697242,18.85430062
8,3,3,1121.6993,0.024086244,257.2293634,18.60357387
8,3,3,969.00977,0.026991424,247.7516419,19.50636459
8,3,3,1078.4432,0.024407703,252.8860072,18.35093477
8,3,3,1058.5769,0.024399586,257.3529312,18.73551098
8,3,3,1056.43,0.026949151,246.3834063,19.51599887
8,3,3,1036.3966,0.023595761,258.6396288,18.37387396
8,3,3,1142.2179,0.022973269,256.4567264,17.19314213
8,3,3,1232.4828,0.02311654,252.662046,17.49530749
8,3,3,1052.3312,0.0242534,255.1970018,18.51131044
8,3,3,1109.9945,0.025270552,252.2563368,18.32545439
8,3,3,1082.9529,0.024375696,250.7165532,18.28316213
8,3,3,1113.7021,0.023616502,255.7618439,17.77389849
8,3,3,1043.4164,0.026829934,244.4914841,19.75531885
8,3,3,1080.5228,0.025204461,248.9751982,18.99518157
8,3,3,1224.7386,0.022663571,259.6948963,17.0603363
9,3,3,1230.557,0.022243268,249.028849,16.50518307
9,3,3,1145.2075,0.024375325,258.8213157,18.93034593
9,3,3,1132.3558,0.024307227,256.8583544,18.61275954
9,3,3,1082.9071,0.026736423,251.2272514,20.36344923
9,3,3,1089.6187,0.024419983,260.8549569,18.82347206
9,3,3,1233.3422,0.023327087,255.0433748,17.63324588
9,3,3,1087.9899,0.026176064,255.1137366,19.58724714
9,3,3,1140.7816,0.024331421,248.813992,18.4510196
9,3,3,1257.0425,0.022995753,255.1280677,17.62376364
9,3,3,1259.651,0.025082201,251.8081322,18.67176
9,3,3,1190.9565,0.023080844,255.1152041,17.88020554
9,3,3,1151.813,0.023067514,261.0034491,18.00114805
9,3,3,1143.5684,0.024766,256.9420083,18.87437856
9,3,3,1059.4609,0.024823255,252.6848807,19.29135915
9,3,3,1245.4825,0.023165796,248.8268432,17.33772746
9,3,3,1104.6708,0.024186156,249.8905837,18.00815294
9,3,3,1159.7139,0.024520875,257.52198,18.84675715
9,3,3,1186.4337,0.024005522,254.638035,18.22600457
9,3,3,1097.3063,0.027063466,252.2956618,20.12682549
9,3,3,1194.92,0.024095935,257.3999302,18.16352782
9,3,3,1039.3014,0.02585003,252.2573503,19.17173554
9,3,3,1230.0912,0.023267004,254.4892143,17.72167501
9,3,3,1154.4897,0.021507206,267.0558745,17.15689145
9,3,3,1137.9982,0.024280366,255.080328,18.39933156
9,3,3,1188.7819,0.022685151,260.5386175,17.21870161
9,3,3,978.8343,0.025853834,260.4584541,19.60338749
9,3,3,1192.0724,0.025065616,252.9012617,18.91315193
9,3,3,1188.372,0.024243428,254.3294299,18.23654017
10,3,3,1228.0205,0.023427406,260.1264658,18.22164095
10,3,3,1230.8129,0.024164681,267.6585772,19.31836922
10,3,3,1242.9635,0.025283073,261.7777466,19.02421654
10,3,3,1331.9744,0.022801497,264.4247131,17.68269638
10,3,3,1208.4948,0.023785654,261.6442484,18.76789988
10,3,3,1334.8795,0.022072322,257.9908735,17.18016126
10,3,3,1174.1959,0.022937991,264.1065838,18.22155145
10,3,3,1139.0658,0.024306014,265.2710131,18.70520155
10,3,3,1190.2037,0.023255131,266.4091937,18.3494694
10,3,3,1442.1489,0.021308603,258.5498233,16.74277048
10,3,3,1179.9781,0.024542931,263.6772754,19.36549629
10,3,3,1270.7916,0.021690132,260.1962364,16.98093242
10,3,3,1295.7626,0.023013162,262.3603896,17.64689013
10,3,3,1275.5728,0.024066506,259.2442115,18.41834628
10,3,3,1151.5327,0.024718974,262.5632728,19.05164969
10,3,3,1239.6332,0.023219036,259.2283952,17.82489847
10,3,3,1221.2441,0.022934023,260.5166147,18.14446333
10,3,3,1278.0675,0.022744124,261.4167528,17.95685301
10,3,3,1175.5883,0.023363059,268.41117,18.21170018
10,3,3,1406.6499,0.022477869,251.600327,17.14939693
10,3,3,1148.8873,0.025300535,257.8219222,19.47188243
10,3,3,1355.8895,0.023413233,254.783826,17.64256616
10,3,3,1179.8402,0.025209088,264.0366399,19.67697047
10,3,3,1209.15,0.02438126,258.8431801,18.98067743
10,3,3,1286.4186,0.024540094,256.624411,18.67724325
10,3,3,1226.5117,0.023050563,264.7336157,18.0228738
10,3,3,1198.1442,0.024077615,260.1543866,18.33540888
10,3,3,1210.4198,0.023677288,251.7711131,18.10836066
2,4,3,740.48175,0.023080168,251.4786067,17.09742092
2,4,3,624.4191,0.025519354,243.9244637,18.64663139
2,4,3,638.9887,0.026037787,243.700369,18.73647006
2,4,3,740.74805,0.025135574,246.7029147,18.35032462
2,4,3,613.0036,0.026783193,251.6959905,19.86887266
2,4,3,734.74884,0.024926257,249.1702273,18.4700266
2,4,3,735.404,0.025845323,254.5713101,19.12651374
2,4,3,709.40155,0.022787242,252.9379213,17.15869172
2,4,3,648.44,0.026490433,248.9372235,19.18203313
2,4,3,718.58405,0.025405418,249.2957397,18.35401231
2,4,3,751.79004,0.023795728,248.71764,17.45618355
2,4,3,634.9957,0.026551493,245.0948259,19.31615847
2,4,3,797.0994,0.024302481,255.6261749,18.13713465
2,4,3,706.8752,0.024506842,247.9354377,18.04709736
2,4,3,636.4057,0.026052961,251.6488748,18.81651724
2,4,3,816.1351,0.021789876,251.544041,15.97563607
2,4,3,705.83856,0.024767962,250.6218847,18.38027082
2,4,3,708.6053,0.024317848,250.4865877,17.97340608
2,4,3,762.93243,0.026042103,248.6033081,18.80984832
2,4,3,733.7995,0.024138907,250.8019501,17.69836574
2,4,3,634.79156,0.025783462,249.095993,18.73213123
2,4,3,724.9771,0.023164233,249.2816601,17.13104389
2,4,3,658.9313,0.024229423,256.1771518,17.82942714
2,4,3,727.28973,0.024710517,254.3595766,18.41768588
2,4,3,650.3698,0.026216927,246.300314,19.03312283
2,4,3,643.50885,0.025665188,247.2437999,18.73905361
2,4,3,766.0713,0.02364123,253.3642183,17.77120698
2,4,3,706.77716,0.026166082,248.8601018,19.17877545
3,4,3,814.2786,0.025679155,257.2127364,19.25672128
3,4,3,723.16534,0.025912734,257.9834444,19.42341319
3,4,3,793.6795,0.023028829,251.3541147,17.40587784
3,4,3,703.2617,0.025193853,251.8812244,19.06947618
3,4,3,762.15753,0.023916278,257.8430962,18.1793815
3,4,3,759.0325,0.024870058,256.8247417,18.90625153
3,4,3,897.68097,0.022804597,255.9062981,17.66315416
3,4,3,817.45074,0.023665694,254.5355287,17.86178588
3,4,3,784.36786,0.025438425,257.3162701,19.42576177
3,4,3,842.01935,0.023806033,255.2593426,18.11637598
3,4,3,713.1995,0.026223271,253.5792362,19.51368521
3,4,3,753.78534,0.023772865,255.0607569,18.07870012
3,4,3,712.9759,0.025736825,254.5075324,19.44088803
3,4,3,800.365,0.024643723,254.373517,18.6628261
3,4,3,799.81934,0.023339144,260.9108638,17.75219027
3,4,3,748.5268,0.024410039,256.0332542,18.37876358
3,4,3,763.99023,0.024733612,259.4251877,18.86832647
3,4,3,847.91504,0.023367965,259.9714023,17.94931078
3,4,3,834.7868,0.022682345,259.189735,17.38468759
3,4,3,816.706,0.024581267,255.4619278,18.49254431
3,4,3,762.41815,0.024907953,253.694977,18.56352744
3,4,3,880.45905,0.023173519,261.6658061,17.82579927
3,4,3,817.3006,0.023132539,258.4586653,17.69046431
3,4,3,749.778,0.026127071,263.2656456,20.25777218
3,4,3,807.41766,0.022571774,254.2910828,17.18338552
3,4,3,742.5891,0.024926264,257.6563576,19.00840303
3,4,3,762.09,0.024137045,256.0723593,17.74700953
3,4,3,646.8731,0.027462238,253.1440884,20.65781146
4,4,3,794.22784,0.025652845,262.1330811,19.8416566
4,4,3,866.49005,0.02225986,263.5726302,17.62955479
4,4,3,814.8166,0.023523519,261.6854642,18.24472184
4,4,3,957.4348,0.022247362,260.0481266,17.25071703
4,4,3,886.9739,0.023162092,262.7325469,17.84009054
4,4,3,892.1965,0.021964814,263.9536258,17.06010796
4,4,3,898.31036,0.025194271,268.274592,19.59592317
4,4,3,906.80927,0.022439474,262.5385498,17.56316448
4,4,3,873.2862,0.022873009,262.5072616,17.93466621
4,4,3,853.5933,0.023389876,257.926955,18.03372908
4,4,3,872.34985,0.022975738,261.5681749,17.87913931
4,4,3,841.1573,0.024998938,259.278258,19.1761808
4,4,3,850.1678,0.023476821,262.2541871,18.22255678
4,4,3,965.99384,0.022191406,265.250109,17.39120394
4,4,3,852.9931,0.02412807,264.8777066,18.91942941
4,4,3,875.84155,0.023168054,261.5708043,17.88548504
4,4,3,815.8172,0.023262135,260.1692779,18.20114542
4,4,3,812.6691,0.023699654,259.7801387,18.52481863
4,4,3,920.07245,0.022849895,263.0686438,17.75482955
4,4,3,856.71625,0.024216476,256.6685184,18.77121377
4,4,3,899.88153,0.022663758,261.7566703,17.84581257
4,4,3,796.5008,0.025299079,264.5200962,19.88359119
4,4,3,773.85516,0.026338916,262.1278308,20.17034567
4,4,3,890.32526,0.023343173,266.1910088,18.28738455
4,4,3,757.69745,0.026421338,261.2727209,20.12568447
4,4,3,805.7146,0.023389728,263.7633588,17.96023659
4,4,3,865.48505,0.022782015,264.3936555,18.0164699
4,4,3,839.23975,0.025802146,260.7594235,19.90685371
5,4,3,930.2502,0.02296957,271.5864043,18.4534433
5,4,3,955.39655,0.02094701,272.8704671,17.32297422
5,4,3,829.62994,0.02435224,272.3823622,19.80601448
5,4,3,883.8509,0.023824704,266.121586,18.88094392
5,4,3,958.50543,0.023758357,274.813564,18.9432807
5,4,3,885.46387,0.024257208,270.2406294,19.39746374
5,4,3,954.96075,0.021070095,279.8336852,17.51379145
5,4,3,937.69354,0.023653924,279.7108887,19.38655894
5,4,3,992.2627,0.020757704,277.4346929,16.90821616
5,4,3,861.34015,0.023546115,266.2119354,18.99286319
5,4,3,927.2754,0.022096081,275.8070874,17.98003974
5,4,3,948.51373,0.021859749,267.3105176,17.50607461
5,4,3,938.32886,0.023070352,269.3182175,18.4728666
5,4,3,913.13086,0.023182608,272.4366441,18.61944332
5,4,3,859.58624,0.023236823,269.004496,18.345406
5,4,3,911.5464,0.023726217,276.9850166,19.10475476
5,4,3,934.045,0.022620659,270.0381415,18.06603414
5,4,3,942.583,0.022876594,270.9669084,18.335997
5,4,3,956.58124,0.021996129,267.8015653,18.0444369
5,4,3,932.3291,0.022388578,275.1605792,18.75870326
5,4,3,907.7946,0.02277833,278.8045062,18.69442453
5,4,3,860.94904,0.025115232,270.9890809,20.3622224
5,4,3,1041.7407,0.020076287,264.6625368,15.78441802
5,4,3,976.9649,0.021963036,264.8094923,17.23506784
5,4,3,947.7739,0.024618115,276.5359926,19.7984069
5,4,3,928.1118,0.023007131,270.2493871,18.08461448
5,4,3,895.7048,0.02338206,269.0022681,18.89987541
5,4,3,950.0994,0.022941894,271.603711,18.46581817
6,4,3,975.9702,0.023917763,264.1271937,18.97427763
6,4,3,1052.4849,0.023017541,270.5584294,18.21831578
6,4,3,1035.963,0.024620112,258.8090308,18.72356797
6,4,3,1077.4329,0.023448604,267.8419594,18.71703569
6,4,3,1016.3453,0.022407733,267.1877812,17.56472956
6,4,3,1054.6625,0.023635699,268.4921141,18.57559029
6,4,3,977.9423,0.022452566,266.8100442,17.76297748
6,4,3,1109.2031,0.022960047,260.6283419,17.94253293
6,4,3,1013.9598,0.023618811,264.0320796,18.35479278
6,4,3,1020.5589,0.022480677,265.7524645,17.8611736
6,4,3,953.0629,0.023137698,272.797989,18.69927631
6,4,3,1063.5712,0.022876911,265.2464528,17.51605443
6,4,3,1127.4752,0.021291212,268.9609803,16.86454488
6,4,3,1006.89996,0.023702619,263.6459898,18.79296981
6,4,3,1121.513,0.02176404,265.9763924,17.45405278
6,4,3,1063.1954,0.02291836,268.0315352,18.32397306
6,4,3,1068.0242,0.021296955,264.4415917,16.91845328
6,4,3,1118.4536,0.022144454,266.6695743,17.57354078
6,4,3,1183.6289,0.021074527,267.4122522,16.92330817
6,4,3,945.4834,0.024571849,262.0207494,19.66379855
6,4,3,1009.38995,0.023828968,264.297272,18.72007562
6,4,3,1019.2322,0.02245949,265.6633032,17.6917138
6,4,3,1006.09235,0.023000178,264.7940106,18.33756379
6,4,3,967.824,0.024082865,261.3590351,18.83572034
6,4,3,1117.764,0.021540644,270.5755937,17.56162402
6,4,3,865.03864,0.024877291,262.1326899,19.67274444
6,4,3,955.24854,0.023116623,263.5398572,18.43517948
6,4,3,1058.1271,0.022928802,265.9086262,17.91981791
7,4,3,1132.3773,0.020570799,273.2694708,16.79178007
7,4,3,1071.3219,0.023499472,270.7025109,19.02880947
7,4,3,1003.63776,0.024122977,261.6059606,19.12449285
7,4,3,1033.9926,0.024143162,272.19705,19.1682062
7,4,3,1035.1353,0.024260201,267.8803253,19.32018626
7,4,3,1087.8763,0.024251464,264.9844331,18.81427304
7,4,3,1085.0692,0.023327373,276.736947,19.07694756
7,4,3,1029.3353,0.023656641,264.9361776,18.81437579
7,4,3,1156.8687,0.023003505,280.5726696,18.33694951
7,4,3,1028.8857,0.024266209,258.9751965,18.92496632
7,4,3,1027.5619,0.023654657,265.5371413,18.37662997
7,4,3,1097.2003,0.023389338,269.1165478,18.53801012
7,4,3,1112.0522,0.024177316,259.3144452,18.65853705
7,4,3,1130.8112,0.022827108,262.6316377,17.84544047
7,4,3,1150.8486,0.020934801,264.3901526,16.49760366
7,4,3,1033.7811,0.024970476,262.3032696,19.53641895
7,4,3,1118.2037,0.0205916,261.3118682,16.52137034
7,4,3,1060.8865,0.023632784,269.2463542,19.10022514
7,4,3,1220.0616,0.021758785,265.7607788,17.45299651
7,4,3,1164.8114,0.021636224,268.972069,17.41842763
7,4,3,1052.3741,0.023414005,270.2343946,18.5683505
7,4,3,1065.9291,0.023403515,261.5657788,18.21337888
7,4,3,1092.7455,0.022715681,268.4560877,18.3921502
7,4,3,1135.9375,0.024647762,266.7121835,19.71522805
7,4,3,1090.8221,0.022134872,261.342537,17.48435094
7,4,3,1197.1741,0.021977808,261.1878242,17.35812605
7,4,3,1125.6669,0.024121005,261.1138367,18.42220855
7,4,3,1104.5294,0.022321933,263.0595911,17.90469598
8,4,3,1348.5813,0.020796236,270.6657638,16.71426202
8,4,3,1182.377,0.023311567,261.2261543,18.46737256
8,4,3,1145.514,0.024549926,261.4783233,19.45365011
8,4,3,1277.8364,0.023342638,268.9397585,18.85079576
8,4,3,1123.5316,0.023126221,271.8583447,18.52968825
8,4,3,1135.1396,0.02468697,267.6650054,19.53708719
8,4,3,1139.3489,0.022406115,268.5211435,17.87176733
8,4,3,1193.6685,0.021394236,271.1578841,17.00398656
8,4,3,1149.6312,0.02281027,268.0743158,18.45627572
8,4,3,1265.9164,0.022869146,267.6775678,18.54681379
8,4,3,1142.4349,0.022242396,269.5789453,17.75175729
8,4,3,1116.4037,0.023632727,267.9689925,19.07480589
8,4,3,1150.3912,0.023018366,263.0636029,17.66750603
8,4,3,1273.9719,0.02219524,257.868604,17.17148396
8,4,3,1109.384,0.024582519,271.4762928,19.70437399
8,4,3,1232.2979,0.022865634,270.4681183,18.63817529
8,4,3,1093.5702,0.022959947,267.7874358,18.18641421
8,4,3,1181.4078,0.02247402,264.0632522,17.96391686
8,4,3,1136.4137,0.021973886,267.4651548,17.84272124
8,4,3,1250.8715,0.021787129,263.2082468,17.16255732
8,4,3,1246.3802,0.022315857,261.70707,17.49003112
8,4,3,1171.482,0.022424267,264.6076717,17.73927513
8,4,3,1232.5211,0.022871275,260.8380405,17.73430762
8,4,3,1122.9015,0.0252801,256.0439849,19.62176208
8,4,3,1176.095,0.024859644,271.2269801,19.50662884
8,4,3,1241.9758,0.021582875,274.0540466,17.27711552
8,4,3,1200.8937,0.021438654,268.6298694,17.57989351
8,4,3,1382.7018,0.020799557,273.7656647,16.72423092
9,4,3,1203.8369,0.023891545,261.7390199,18.77169423
9,4,3,1330.9861,0.022058357,270.2347082,17.98092638
9,4,3,1197.4104,0.023812891,269.5509905,19.02472461
9,4,3,1373.6865,0.021389075,271.0948233,17.37644989
9,4,3,1353.0165,0.021809297,268.9742138,16.98430821
9,4,3,1201.5121,0.023674047,267.5866884,18.90973244
9,4,3,1243.1998,0.022850766,271.250844,18.66143051
9,4,3,1148.3019,0.025370871,269.1525089,20.15909337
9,4,3,1216.4519,0.024431104,261.7456041,19.31134973
9,4,3,1398.3556,0.021731957,257.2039926,16.88571318
9,4,3,1248.3251,0.024635338,267.9682886,19.50493628
9,4,3,1151.1473,0.025031043,264.3762417,19.32934889
9,4,3,1275.3141,0.022917922,266.9058282,18.11488179
9,4,3,1431.9081,0.021083164,262.8479667,16.7734679
9,4,3,1292.3398,0.020830162,276.1473309,17.07018154
9,4,3,1238.9677,0.024030162,265.5559678,19.02229509
9,4,3,1186.0239,0.023494772,266.2597117,18.80677854
9,4,3,1257.6008,0.023236258,268.5319115,18.96858477
9,4,3,1190.773,0.023921481,268.2215643,19.09306666
9,4,3,1308.5043,0.023016028,269.8969947,17.73455269
9,4,3,1215.336,0.023676612,264.9366564,18.6361012
9,4,3,1219.5665,0.025654665,256.0402915,19.77235369
9,4,3,1135.9639,0.024080054,264.7607889,18.99792578
9,4,3,1273.2101,0.021542302,274.5080822,17.38265813
9,4,3,1205.6147,0.02262389,283.6526041,18.4641658
9,4,3,1168.3018,0.025118887,278.5151859,20.4784164
9,4,3,1325.3998,0.022258081,265.0867417,17.91843098
9,4,3,1212.4501,0.024217851,262.1102904,19.04579797
10,4,3,1346.4254,0.020940291,283.652463,17.85097746
10,4,3,1349.1646,0.020585695,272.4386906,17.09418268
10,4,3,1348.1001,0.02229727,281.8500298,18.55996785
10,4,3,1411.0186,0.021228179,275.7352785,17.83828414
10,4,3,1282.2827,0.02488346,267.6135085,19.77755122
10,4,3,1244.8423,0.021894273,269.8149356,18.11540876
10,4,3,1359.6317,0.022863673,268.7207125,18.34433126
10,4,3,1348.0137,0.022419041,286.4734491,18.44807054
10,4,3,1303.5228,0.022968789,269.947039,18.66217798
10,4,3,1373.4897,0.022898967,279.8774345,19.06033514
10,4,3,1189.357,0.023158197,272.0753862,19.16270452
10,4,3,1253.8319,0.02309023,275.1191737,19.18707371
10,4,3,1410.9009,0.022353966,259.7103194,17.88626483
10,4,3,1105.1616,0.0249495,270.316184,20.65102629
10,4,3,1298.1604,0.023092644,269.8313246,18.45088984
10,4,3,1251.2682,0.022443847,271.65499,18.51942224
