Number of Pickers,Cycle Time,Picker Utilization,Order Per Labour Hour,Throughput
7,656.79895,0.011414085,245.2436622,19.26410155
7,753.6694,0.010583434,250.8181729,18.31005078
7,602.91547,0.011677193,242.6841778,19.27300938
7,678.4126,0.010399867,246.6997832,17.7131342
7,675.3858,0.011460364,244.5149758,19.4253091
7,715.8511,0.0110366,244.5994673,18.67159058
7,693.3885,0.011054247,247.4018619,18.58839346
7,622.0961,0.011284291,243.0782763,18.72005538
7,632.096,0.011457313,245.0883332,19.00361048
7,621.14166,0.011829306,248.3714563,20.04655475
7,646.79205,0.011029461,245.7359398,18.59188294
7,620.1674,0.011546362,241.9432172,19.28252518
7,665.8984,0.011778933,245.252619,19.80314555
7,670.98584,0.01093525,245.2908549,18.48639354
7,749.2321,0.010247818,247.049099,17.70292876
8,715.35724,0.009912529,252.2587804,19.2313992
8,716.73517,0.009400848,250.9859494,18.53892016
8,733.9201,0.008850301,244.6812381,17.28628912
8,646.89606,0.010238712,246.0897144,19.78910852
8,642.4002,0.009142438,243.8654851,17.80810785
8,694.58344,0.009786702,242.6417796,18.54951751
8,745.27765,0.009513405,244.30386,18.56088458
8,634.7771,0.009749201,252.1221825,19.20319846
8,641.46356,0.00883188,244.924413,17.29673037
8,632.7723,0.010078739,241.7183028,19.09770959
8,686.2874,0.009528492,247.7056657,18.49362427
8,637.13434,0.009584292,246.4116031,18.60245386
8,744.0461,0.008625667,242.8597908,16.37744028
8,691.0362,0.00898533,246.6162236,17.41695871
8,705.0703,0.009342952,237.7484213,17.83297998
8,677.128,0.009616605,243.8819066,18.38396182
8,695.8245,0.009215401,247.3797699,18.05426713
8,666.12866,0.009947791,248.5113765,18.84911334
8,690.019,0.009263794,243.1338637,17.75786474
8,765.35126,0.008973267,246.2663456,17.42077271
8,691.39044,0.009049571,243.7744524,17.69321698
8,640.2884,0.009628153,242.9046493,18.64990693
8,683.4155,0.010225115,248.4169973,19.92363732
8,786.4703,0.008871022,245.7052252,17.18437739
8,673.98413,0.00999831,245.468407,19.31007497
8,790.2161,0.008425721,244.9281899,16.21046295
8,581.62476,0.010669547,241.6636508,20.3427493
8,722.78467,0.00899277,248.0753787,17.50092152
9,606.6203,0.008706442,243.4677426,18.68965082
9,734.8293,0.007999959,247.9356802,17.4933208
9,793.729,0.007662425,248.0156478,17.10884989
9,613.47925,0.008901994,246.9442243,19.31082765
9,647.11383,0.008897251,244.6033755,19.03796914
9,685.53735,0.008639895,243.6236682,19.14938047
9,609.89874,0.008482795,241.8885818,18.41697902
9,692.0413,0.008268375,247.7785533,18.00076399
9,624.9078,0.009342875,239.7699872,19.93910526
9,690.9976,0.008810312,247.1852859,19.04655551
9,704.6812,0.008523958,245.5804033,18.48022413
9,677.24225,0.00825915,244.894503,18.11753142
9,720.24066,0.008568244,246.4888056,18.82284399
9,685.269,0.00856928,252.1227387,18.91597949
9,789.46533,0.007527702,242.5397437,16.45789427
9,720.8619,0.008843494,254.4320347,19.04169861
9,668.0695,0.008957407,247.0648457,19.73287562
9,672.9483,0.008224833,247.0149771,17.75176121
9,732.113,0.008541018,248.5758465,18.57713358
9,742.3487,0.008438695,243.1288393,17.97944066
9,726.677,0.008190048,245.6071954,17.76077179
9,667.7052,0.008659977,247.8558151,18.89223889
9,641.59906,0.008821143,243.2722189,18.83764937
9,712.5297,0.008429333,247.208229,18.49303839
9,726.9912,0.008079329,239.6730735,17.39432634
9,726.8135,0.00854549,245.0147583,18.54146744
9,782.22296,0.008120093,244.8556285,17.40484067
9,846.5684,0.007402717,247.8200217,16.35796924
10,665.79315,0.007794032,251.369304,19.19975442
10,669.1727,0.007270145,244.1240471,17.60854002
10,659.8031,0.007431163,244.3609173,17.72822014
10,737.19904,0.007454523,246.8823331,18.323793
10,657.2454,0.007926118,242.6649666,18.89287618
10,666.42664,0.007769592,246.8332827,18.63262337
10,644.0424,0.0081593,241.9359819,19.58900607
10,668.59015,0.007728663,246.1494036,18.38325247
10,642.6252,0.007950912,239.2368525,18.89748573
10,652.45526,0.008069066,241.0664163,18.8488107
10,717.7922,0.007341851,248.4265165,18.00738249
10,640.5943,0.007780511,240.3226922,18.47084969
10,683.82916,0.0078927,243.0150362,19.1707644
10,745.7715,0.007498176,242.5917017,17.93877673
10,651.7715,0.007651339,246.8299036,18.41758054
10,597.94086,0.008487714,241.9705179,20.51329386
10,652.0343,0.007888999,245.0455831,19.08868057
10,678.6604,0.00740299,248.8692664,17.97084454
10,732.8035,0.00716202,251.7543909,17.2561627
10,684.4536,0.007668494,250.2488368,18.4842643
10,643.5379,0.007989294,247.7599197,19.39541317
10,647.97833,0.007938647,248.7680986,19.30557677
10,653.9883,0.008270008,244.3752716,20.14037212
10,717.68896,0.00722398,244.2735096,17.33955097
10,629.4849,0.008084882,244.711136,19.37688848
10,692.74994,0.007840097,246.5955583,19.00870661
10,626.6214,0.007561388,245.6949866,18.43652166
10,629.8593,0.007470725,245.7504607,18.22532056
